科学的とは仮説が観察実験などによって検討できる「実証性」と同一の条件下では同一の結果が得られる「再現性」と多数の人々によって承認され、公認される「客観性」の三つの条件を満たす必要がある。,5.0
「科学的」というものをみたす条件として３つを挙げることができる。１つ目は、実証ができるという実証性。２つ目は、同一条件下では同一の結果になるという再現性。最後に多数の人々から承認される客観性である。,4.0
「科学的」とは仮説を観察実験で立証できる実証性と、同一条件下で同一結果を得られる再現性と、多数の人々によって承認され、公認される客観性の三つの条件を満たす必要がある。,5.0
仮説が実際に検証できる実証性と同一条件のもとで同一結果が得られる再現性と多数の人に承認・公認される客観性の３つの条件。,5.0
「科学的」とは、仮説が観察によって検討できるという実証性、同一の条件下では同一の結果が得られるという再現性、多くの他者に理解、承認されるという客観性という３つの条件を満たす必要がある。,5.0
仮説が実験などで検討できる実証性と同一条件下では同一結果が得られるという再現性と多数の人々によって承認され、公認されるという客観性の３つの条件を満たす必要がある。,5.0
「科学的」とは仮説だけでなく実験などで検討できる「実証性」と、同じ実験を行えば同一の結果が出るという「再現性」、科学コミュニティ内の多くの人に認められる「客観性」の３つの条件をみたす必要がある。,5.0
「科学的」とは、仮説が観察実験などによって検討できる「実証性」、同一の条件下では同一の結果が得られる「再現性」、多数の人々によって承認され、公認される「客観性」の３つの条件をみたす必要がある。,5.0
３つの条件がある。１つ目は、仮設を立て、それを観察実験などによって検討する実証性。２つ目は、実証可能である事柄の再現性。そして３つ目は、その事柄を客観的に判断して多くの人が同意する客観性を満たす事。,4.0
科学的とは、仮説が実験で検討できる実証性、同一の条件下では同一の結果が出せるという再現性、また、仮説、論理、結果が多数の人々に承認される、といった客観性、の三条件を満たす必要がある。,5.0
科学的であるためには、仮説が観察実験などで検討できる実証性、同一の条件下では同一の結果が結果が得られるという再現性、そして多数の人々によって承認されるという客観性の三つの条件を満たす必要がある。,5.0
科学的であるためには、仮説が観察実験などで検討できる実証性、同一条件下では同一の結果が得られる再現性、多数の人によって承認され公認される客観性といった条件をみたす必要がある。,5.0
科学的であるための条件は、仮説が観察などにより検討できるという実証性、同一の条件下では必ず同一の結果が得られるという再現性、また科学コミュニティにおいて誰もが認められる客観性をもっていることである。,5.0
「科学的」には三つの客観性を確保するため条件があり、仮説を観察実験によって検討可能である実証性、同一の条件下では同一の結果が生じる再現性、多類の人間に承認され、公認される客観性を持つことである。,5.0
科学的とは、以下の３つの条件を満たす必要性がある。①実証性、仮設が観察実験などによって検討できること。②再現性、同一の条件下では同一の結果が得られること。③客観性、多数の人に承認され、公認されること。,5.0
科学的とは、仮説から検討された「実証性」、同一の条件で同一の結果が得られる「再現性」、そして多数の人間から内容が確認されている「客観性」を持つことが欠かせないものである。,4.0
科学的とは、仮説が観察実験などによって検討できる実在性、同一の条件下では同一の結果が得られる再現性、そして多類の人々によって承認され、公認される客観性の３つの性質を満たすものである。,5.0
「科学的」とは、３つの条件を満たす必要がある。１つ目は、仮説を実際に検討できることである。２つ目は、同一の条件下では同一の結果が得られることである。３つ目は、多数の人々によって承認されることである。,3.0
科学的であるためには、次の３つの条件を満たす必要がある。まず、仮説が実験などで確められるという実証性。同一条件下で同じ結果が得られる再現性。多数の人々によって承認、公認されるという客観性である。,5.0
 自然を理解し、適切に扱って自然の現象を利用すること。,1.0
「科学的」とは、仮説を立てることができる実正性、実験して再現することができる再現性、客観的に自然を見ることができる客観性の３つの条件をみたす必要がある。,3.0
 「科学的」は、仮説が観察実験などによって検討できる実証性と、同一の条件下で同一の結果が得られる再現性と、多数の人々によって承認され、公認される客観性、これら三つの条件を満たす必要がある。,5.0
仮説が観察実験により検討可能なことと、同一の条件下では同一の結果が得られること、多数の人々によって承認されることが必要。それぞれを実証性、再現性、客観性という,5.0
第１に、仮説が仮説実験で検討可であること、つまり実証性、第２に、同一条件なら同一結果になること、再現性、第３に多数の人々で承認、公認されていること、客観性の３つすべての条件を満たす必要がある。,5.0
「科学的」とは、実証性、再現性、客観性の３つをみたす必要がある。それぞれ、観察実験等によって検討できる仮説であること、同一条件下で同一の結果が得られること、多くの人々に承認、公認されることを意味する。,5.0
科学的とは、３つの条件をみたす必要がある。１つは仮説が実験によって検討できることだ。次に同一の条件下では同じ結果が得られることで、最後は多数の人々によって承認され、公認されるということである。,4.0
小学校の理科教育の範囲で言うと、仮説が検討できる実証性、同一の条件下で同一の結果を出すことができる再現性、多数の人々によって承認され、公認される客観性といった３つの条件が必要になる。,5.0
科学的とは、ある現象がどのようなものであるかの実証性、ある現象を理論的に再現が可能な再現性、ある現象に対する客観証の３つのことが成り立つことである。,3.0
１つ目は「実証性」、仮説を観察実験等で検討できること。２つ目は「再現性」、同一条件下で同じ結果を出せること。３つ目は「客観性」、多くの人に承認されること。以上３つの条件を満たすことが必要である。,5.0
仮説が実験から検討できる実証性、同一の条件の実験から同一の結果が得られる再現性、そして多くの人々から承認され、公認されるという客観性の３つの条件をみたす必要がある。,5.0
  仮説を観察や実験などによって検討する実証性、同一の条件下では同一の結果となる再現性、多数の人々によって承認され公認される客観性といった３つの条件を満たす必要がある。,5.0
科学的であるとは、人間が一部となっている自然について共通の条件をもっている。それは実証性と再現性と客観性という３つの条件をみたしていなければならない。,3.0
科学的３条件をみたすことが条件である。自然界の事象について継続的に観察または実験を行い、その結果と事前に用意した仮説を照らし合わせて理論的な考察を展開することが必要である。,2.0
科学的とは、仮説が観察実験などで検討できる実証性、同一条件下で同一の結果が得られるという再現性、そして科学コミュニティなどで多数の人々によって承認され、公認されるという客観性をみたす必要がある。,5.0
科学的とは、仮説が観察実験などによって検討できるという実証性、同一の条件下で同一の結果が得られる再現性、多数の人に承認され公認してもらえる客観性をもつ必要がある。,5.0
三つの条件がある。仮説が実験などで検討できるか、という「実証性」、同一の結果が得られるかという「再現性」、多数の人々によって承認され公認されるかという「客観性」である。,4.0
「科学的」とは、仮説が検討できるという「実証性」、同一の結果を再現できるという「再現性」、多くの人々により承認・公認されるという「客観性」の３点の条件を満たす必要がある。,4.0
仮説を立て、その仮説を実験などで検討できる「実証性」、同一条件下で同一の結果を得られる「再現性」、そしてその２つの条件が認められることで多数の人々により承認・公認される「客観性」という３つの条件。,5.0
「科学的」とは、仮説を実証することができる「実証性」と、同一の条件下では同一の結果を出すことができる「再現性」及び、多数の人々によって承認される「客観性」の３つの条件をみたす必要がある。,4.0
仮説が観察実験によって検討できるかの実証性と、同一の条件下で同一の結果が得られるかの再現性、そして多数の人々によって承認され、公認されるかの客観性の３条件である。,5.0
仮説が観察・実験などによって検討できる「実証性」、同一の条件下では同一の結果が得られる「再現性」、多数の人々によって承認され、公認される「客観性」という条件をみたす必要がある。,5.0
仮説を観察などによって実証できること、同一の条件下で同じ結果を再現できること、多数の人が見て同じ判断がなされることをみたす必要がある。,3.0
仮設が観察実験などで検討ができる、という「実証性」、同一の条件下で同一の結果を得ることができる、という「再現性」、多数の人々に承認され、公認される、という「客観性」の大きく分けて３つの条件がある。,5.0
 「科学的」とは、仮説が観察・実験等により検討できる実証性、同一条件下で同一の結果が得られる再現性、多数の人々により承認され、公認される客観性の３つの条件を満たす必要がある。,5.0
「科学的」とは、仮説が観察実験によって検討できる実証性、同一の条件下では同一の結果を得られるという再現性、多数の人々によって承認され、公認されるという客観性の３つの条件を満たす必要がある。,5.0
「科学的」とは、仮説が用いられ、実験されたかという実証性に加え、同一の条件で同じ結果が得られるかという再現性、さらに多くの人が承認し、納得しているかという客観性という三つの条件を満たす必要がある。,4.0
「科学的」の条件は３つある。１つ目は「実証性」で、２つ目が「再現性」である。この２つの条件を満たすことで、３つ目の条件である「客観性」を得ることができ、「科学的」であると認められる。,3.0
観察や実験によって検討できる実証性、同じ条件で行うと同じ結果が出るという再現性、一人の主観によるものではなく、客観性のあることという三つの条件を満たしたものを「科学的」という。,4.0
「科学的」であるために必要な条件は３つある。１つは、仮説が観察実験などで検討できる実証性。２つ目は、同一の条件下では同一の結果を得られる再現性。３つ目は、多数の人々に承認され、公認されるという客観性。,5.0
対象を観察・実験して検証できるという「実証性」、同じ条件下であれば誰が行っても同じ結果が出るという「再現性」、多数の人に承認されるという「客観性」、の３つの条件をみたす必要がある。,5.0
科学的とは、「実証性」により仮説が実験で検討でき、「再現性」により同じ条件下で同じ結果が得られ、「客観性」によりそれが広く世の中で受け入れられるといった３つの条件をみたすもののことをいう。,5.0
「科学的」とは３つの条件がある。仮説を実験によって実証できる実証性。同一条件下で同一の結果が得られる再現性。多数の人々によって承認、公認される客観性。以上の３条件全てをみたす必要がある。,4.0
仮説が観察・実験などによって検討できるという実証性、同一の条件化では同一の結果が得られるという再現性、多数の人々によって承認され公認されるという客観性の３つの条件を満たす必要がある。,5.0
仮説が観察実験などにより検討できるかどうかの実証性、同一の条件下で同一の結果が得られるかどうかの再現性、多数の人々によって承認され、公認されるかどうかの客観性の３つの条件を満たす必要がある。,5.0
科学的とは、仮説が観察実験などによって検討できる実証性、同一の条件下では同一の結果が得られるという再現性、多数の人々によって承認され、公認されるという客観性の３つの条件をみたす必要がある。,5.0
仮説が観察実験等で検討できるという「実証性」、同一の条件下では同一の結果が得られるという「再現性」、多数の人々に承認され、公認されるという「客観性」。科学的とは、この３条件を満たす必要がある。,5.0
人間が自然の本質を適切に解釈するのに必要な、仮説が観察などにより検討可能とする実証性、同一の条件下で同一の結果が得られる再現性、大勢の人に承認・公認される客観性の３つの条件を満たす必要がある。,5.0
科学的であるためには、仮定を実験によって正しいと証明することができる実証性と何度も反復して同じ結果を示すことができる再現性と第三者から見ても正しい結果でなければならない客観性がある。,4.0
３つの条件を満たす必要がある。１つ目は、仮説を観察実験で検当できる実証性である。２つ目は、同一条件から同一結果が得られる再現性である。３つ目は、多数の人がそれを承認する客観性である。,5.0
「科学的」とは、実験によって証明できる「実証性」と同じ条件下で実験すると同じ結果が得られる「再現性」と多くの人が納得する「客観性」の３つの条件を満たすものである。,4.0
「科学的」をみたすには３つの条件が必要になる。仮説を観察実験によって検討できる実証性、同一の条件下では同一の結果が得られる再現性、多数の人々によって承認され、公認される客観性を指す。,5.0
「科学的」とは、仮説が観察実験で検討できるという実証性、同一の条件下で同一の結果が得られる再現性、そして多数の人々によって事象や結果が承認される客観性の３条件をみたす必要がある。,5.0
科学的というのは、仮説が検討できるかという「実証性」と同一条件下で同一結果が得られるかという「再現性」、そして多数の人に承認される「客観性」の３つの条件をみたす必要がある。,4.0
仮説が観察実験等によって検討できる「実証性」、同一の条件下で同一の結果が得られる「再現性」そして多数の人々によって承認され、公認される「客観性」の三条件が主体として必要とされる。,5.0
科学的は三つの条件をみたす必要がある。仮説が観察実験などによって検討できる実証性と同一の条件下では同一の結果が得られる再現性と多数の人々によって承認され公認される客観性の三つの条件である。,5.0
「科学的」と言われる条件は３つあると考えられる。第一に仮説の検討などの実証性があること、第二に同一条件で同一の結果が出るなどの再現性があること、第三に多数の人からの承認などの客観性があることである。,4.0
科学的なものとは、事象に対して仮説を立て、それを実験で検証できるという性質や、同一の条件で実験すれば同一の結果がえられるという性質、さらに、多数によって●認されうる客観性をもつものである必要がある。,3.0
「科学的」とは、第一に客観的であること。同一条件下において再現が可能であること。また、反証の余地が残されている、即ちその説がかならずしも絶対的なものではないこと。発展性、改善性を有していること。,2.0
科学的であるというためには３つの性質を持っていなければならない。その３つとは仮説の検討ができる実証性、繰り返し同一の結果を得ることができる再現性、認められることのできる客観性である。,4.0
仮説が検討できる実証性、同一の条件下では同一の結果が得られる再現性、そして多数の人々によって承認され、公認される客観性の３つの条件をみたす必要がある。,4.0
仮説が観察や実験などによって検討できる実証性、同一の条件化では同一の結果が得られる再現性、それに、多数の人々によって承認され、公認される客観性という３つの条件をみたす必要がある。,5.0
仮説が観察実験などにより検討可能な実証性、同一条件下で同一の結果が得られるという再現性、多数の人々により承認・公認される客観性の３条件を満たす必要がある。,5.0
仮説が観察実験などによって検討できる実証性と、同一の条件下では同一の結果が得られる再現性と、科学コミュニティなど多数の人々によって承認され、公認される客観性という３つの条件を満たす必要がある。,5.0
「科学的」とは、仮説が観察実験等で検討できる実証性と同一の条件下では同一の結果を得られる再現性と多数の人々によって承認され、公認される客観性という３つの条件を満たす必要がある。,5.0
「科学的」とは、仮説が観察実験などによって検討できる実証性と、同一の条件下では同一の結果が得られる再現性と、多数の人々によって承認され、公認される客観性をみたす必要がある。,5.0
科学的とは、仮説が観察実験等で検討できるという「実証性」、同一条件下で同一の結果が得られるという「再現性」、多数の人に承認され、公認されるという「客観性」の３つの条件をみたす必要がある。,5.0
観察実験等でその仮説の正しさを検討できる「実証性」、同一の条件では同一の結果が得られる「再現性」、多数の人々によって承認され、公認される「客観性」の３つの条件を満たす必要がある。,5.0
仮説が観察実験などにより検討できる実証性、同一の条件下では同一の結果が得られる再現性、多数の人々に承認され、公認される客観性の３つの条件をみたす必要がある。,5.0
仮説が観察実験によって検討できるという実証性、同一の条件下では同一の結果が得られるという再現性、多数の人々によって承認され公認されるという客観性の３要素を満たす必要がある。,5.0
仮説が観察実験によって検当されることができる実証性と、同一の条件下では同一の結果が得られる再現性、多数の人々によって承認され、公認される客観性、の３つの条件。,5.0
実証性・再現性・客観性の３条件をみたす必要がある。即ち、仮説が観察実験などによって検討でき、同一の条件下では同一の結果が得られ、多数の人々によって承認、公認される、という条件である。,5.0
科学的とは、仮説が観察実験等で検討できる実証性、同一の条件下では同一の結果が得られる再現性、そして多数の人々によって承認され、公認される客観性の３要素を満たす必要がある。,5.0
「科学的」には、仮説の検討を実験によって行う実証性と常に同一の結果が得られる再現性、他者が承認して公認される客観性の３つの条件をみたす必要がある。特に３つ目の客観性は重要である。,4.0
仮説が検討できる実証性、同一の条件下でなら同一の結果を得ることができる再現性、「科学コミュニティ」のような場で多数の人によって承認され、公認される客観性の主な３つの条件。,5.0
「科学的」とは以下の３条件から成る。仮説が実験で検討できる実証性、同一の条件下で同一の結果を得られる再現性、多数の人々に承認され、公認される客観性を満たすことが必要である。,5.0
科学的とは、仮説が観察実験によって検討可能であるという実証性、同一の条件で同一の結果が得られる再現性、多数の人々によって承認され公認されるという客観性をみたす必要がある。,5.0
「科学的」とは仮説が観察実験で証明できる実証性、同一条件下で同一結果を得られる再現性、多数の人々に承認され公式に認められる客観性の３つの条件を満たす必要がある。,5.0
仮説が観察実験によって検討できる「実証性」、同一の条件下では同一の結果が得られる「再現性」、多数の人々によって承認され公認される「客観性」の３つの性質を持っていること。,5.0
科学的とは、立てた仮説が観察実験などによって検討でき、また、同一の条件下で同一の結果が得られることで、多数の人々によって承認され、世界的に公認されるような状態である。,3.0
仮説が観察実験などで検討できること（実証性）、同一の条件下で同一の結果が得られる（再現性）、多数の人々によって承認、公認される、という３つの条件をみたす必要がある。,3.0
「科学的」とは、仮説が観察実験などによって検討できること、同一の条件下では同一の結果が得られること、多数の人々に承認され公認されることをみたす必要がある。,3.0
科学的とは、仮説が観察実験などによって検討でき、同一の条件で、同一の結果が得られ、多数の人々によって承認され、公認される必要がある。,3.0
仮説が観察実験などによって検討できる実証性、同一条件下であれば必ず同一の結果が得られる再現性、多くの人に認められる客観性の３つの条件を満たしているものが「科学的」とされる。,5.0
仮説が正しいかの指標の実証性、同一条件で同じ現象を発生させることが可能かの再現性、そして多くの人々により承認されることにより得られる客観性の３つの条件を満たす必要がある。,4.0
科学的であるための条件は３つある。それは、仮説が観察実験などによって検当できる実証性、同一条件下では同一の結果が得られる再現性、多数の人々によって承認され、公認される客観性である。,5.0
仮説が観察実験などによって検討できる実証性と、同一の条件下では同一の実験が得られる再現性と、多数の人々によって承認され公認される客観性の３つの条件を満たす必要がある。,5.0
科学的である説とは、観察実験によって検証でき、同一の条件下では同一の結果が得られ、多数の人々に認められる必要性がある。,3.0
科学的とは以下の３つの条件を満たすものである。仮説が観察実験等により検討できる実証性、同一の条件下で同一の結果が得られる再現性、そして多数の人々により承認され、公認されているという客観性である。,5.0
３つの条件がある。１つ目、仮説を観察実験などで検討できる実証性。２つ目、同一条件下で同一の結果が得られる再現性。３つ目、多数の人から承認され公認される客観性。,5.0
「科学的」とは、次の３つの条件を満たすことで言える。１つ目は「実証性」、２つ目は同一条件下で同一の結果が得られる「再現性」、そして３つ目は多数が認める「客観性」である。,3.0
仮説が観察実験などで検討できる実証性、同一の条件下で同一の結果が得られる再現性、多数の人々によって承認されて公認される客観性の３つの条件をみたす必要がある。,5.0
仮説を観察実験により実証することができる「実証性」と同一条件である場合に同一の結果が得られる「再現性」、多数の人々によって承認され、公認される「客観性」の３つの条件を満たす必要がある。,5.0
「科学的」とは、その仮説が観察実験などによって検討できるかの実証性、同一の条件下で同一の結果を得られるかの再現性、多数の人々によって承認され公認される客観性、これらの条件を満たす必要がある。,5.0
仮説が観察実験などによって検討できる実証性、同一の条件下では同一の結果が得られる再現性、そして多数の人々によって承認され、公認されるという客観性の３つの条件を満たす必要がある。,5.0
仮説が観察実験などによって検討できる実証性、同一条件下では同一の結果が得られる再現性と多数の人々によって承認され、公認される客観性の条件をみたす必要がある。,5.0
「科学的」であるためには、仮説が観察や実験により検討できること（実証性）、同一の条件で同一の結果が得られること（再現性）、多数の人々により承認され、公認されること（客観性）の条件を満たす必要がある。,5.0
科学的とは、仮説が観察実験で検討できる実証性、同一の条件下では同一の結果がでる再現性、多くの人々によって承認され、公認される客観性のあわせて３つの条件をみたす必要がある。また、国によって若干違う。,5.0
仮説が観察実験などによって検討できる「実証性」、同一の条件下では同一の結果が得られる「再現性」、多数の人々によって承認され公認される「客観性」といった３つの特徴をかね備えるといった条件。,5.0
「科学的」とは、仮説を観察や実験で実証できるという「実証性」、同一の条件下で同一の結果を得られるという「再現性」、多数の人々の承認を得、公認されているという「客観性」という３つの条件を必要とする。,5.0
「科学的」とは、以下の三条件をみたす必要がある：①実証性：仮説が観察実験などによって検討できる。②再現性：同一の条件下では同一の結果が得られる。③客観性：多数の人々によって承認され、公認される。,5.0
観察実験によって検討できるという実証性、同一の条件下では同一の結果が得られる再現性、また多数の人によって承認され、公認されるという客観性。,4.0
仮説が観察実験により検討できる実証性、同一条件では同一の結果を得られる再現性、多数の人々により承認され、公認される客観性の三点の条件をみたす必要がある。,5.0
「科学的」とは、実証性、再現性、客観性の３つを満たす時にはじめて使うことができる言葉である。さらに言えば、定量性、論拠といった要素も「科学的」の諸条件として必要とされることがある。,3.0
「科学的」であるということは、再現性・実証性・客観性という３つの条件をみたすことが重要な要素であり、人間の自然への解釈の不十分性を補ってくれるものである。,3.0
「科学的」とは、仮説が実験などで検討できる実証性、同一の条件下で同一の結果を得ることができる再現性、学会などの多数の人によって公認され承認される客観性の３つの条件を満たす必要がある。,5.0
仮説が検討できる実証性、同一の条件下では同一の結果が得られる再現性、多数の人々によって承認され公認される客観性という３つの条件がある。これら３つの条件を満たすことで「科学的」であるとみなされる。,4.0
「科学的」とは、仮説が観察実験等で検討できる実証性、同一の条件下で同一の結果が得られる再現性、多数の人々によって承認され、公認される客観性の３つの条件をみたす必要がある。,5.0
実際に検討することのできなる実証性、検討したものを作り出して再び生み出すことのできる実証性、そしてそれらを経て第三者の目で見ても同じく正しくなる客観性を確保するという条件を満たす必要がある。,3.0
